transactionId,customer,country,date,product,code,sales,cost,profit
0302,Bob Brown,India,2022-02-10,Zeta,k1xyth,8215.0,2576.0,5639.0
0303,John Doe,United Kingdom,2022-04-15,Delta,glz5cn,9824.0,4404.0,5420.0
0304,Alice Johnson,France,2023-10-04,Theta,f2ldrw,8062.0,4394.0,3668.0
0305,Bob Brown,India,2023-10-01,Alpha,43oau4,1941.0,3528.0,-1587.0
0306,Bob Brown,Brazil,2022-09-20,Alpha,4335u6,3045.0,4870.0,-1825.0
0307,Bob Brown,India,2023-09-21,Kappa,eefuko,5405.0,3336.0,2069.0
0308,Eve Wilson,Brazil,2022-08-04,Eta,kndqfq,1361.0,864.0,497.0
0309,John Doe,USA,2023-08-19,Iota,5b1qe8,7768.0,3553.0,4215.0
0310,Charlie Davis,United Arab Emirates,2023-06-20,Epsilon,qsffo0,454.0,2938.0,-2484.0
0311,Frank Thomas,India,2022-06-05,Beta,g18lar,753.0,4926.0,-4173.0
0312,Charlie Davis,France,2022-08-09,Zeta,33hzm9,5877.0,696.0,5181.0
0313,Frank Thomas,France,2023-03-13,Delta,h45aje,6687.0,3243.0,3444.0
0314,Charlie Davis,Brazil,2022-10-30,Zeta,5flx4w,8007.0,3593.0,4414.0
0315,Alice Johnson,France,2022-07-07,Alpha,rlsu7l,9794.0,3215.0,6579.0
0316,Eve Wilson,United Kingdom,2022-06-18,Beta,d7wpak,3098.0,1630.0,1468.0
0317,John Doe,France,2022-03-14,Gamma,jrnecl,5074.0,,
0318,Frank Thomas,France,2023-09-16,Epsilon,epsu8j,9642.0,2916.0,6726.0
0319,Bob Brown,India,2023-11-26,Gamma,ye2vpf,1089.0,1530.0,-441.0
0320,Bob Brown,United Kingdom,2023-05-10,Eta,tresv7,3209.0,3650.0,-441.0
0321,Frank Thomas,United Kingdom,2022-01-09,Kappa,0rra9o,9775.0,4808.0,4967.0
0322,Charlie Davis,India,2023-04-22,Beta,8x20eh,6359.0,3657.0,2702.0
0323,Jane Smith,France,2022-04-05,Iota,mkdbfx,4438.0,563.0,3875.0
0324,Alice Johnson,United Arab Emirates,2022-03-14,Epsilon,ls772y,3232.0,4846.0,-1614.0
0325,Alice Johnson,India,2023-10-01,Iota,e6mxql,756.0,932.0,-176.0
0326,Charlie Davis,United Kingdom,2022-08-14,Eta,b8orpj,5426.0,682.0,4744.0
0327,Jane Smith,France,2022-07-30,Delta,s769u2,5268.0,735.0,4533.0
0328,Charlie Davis,United Kingdom,2023-09-12,Gamma,llhpty,6046.0,3450.0,2596.0
0329,Eve Wilson,Brazil,2023-05-09,Beta,wbp9go,8237.0,3252.0,4985.0
0330,Eve Wilson,USA,2023-10-11,Zeta,mp2q37,8585.0,3231.0,5354.0
0331,John Doe,United Arab Emirates,2022-11-24,Alpha,rs9iim,5103.0,79.0,5024.0
0332,Frank Thomas,USA,2022-04-17,Delta,4fil5h,9968.0,4404.0,5564.0
0333,Jane Smith,France,2022-10-15,Eta,1gtrm9,9594.0,4295.0,5299.0
0334,Jane Smith,United Arab Emirates,2023-04-16,Alpha,234z3a,1999.0,2949.0,-950.0
0335,Alice Johnson,France,2023-02-12,Beta,riceai,8176.0,1353.0,6823.0
0336,Bob Brown,United Kingdom,2023-10-27,Gamma,0zh5tj,1580.0,3192.0,-1612.0
0337,Bob Brown,United Arab Emirates,2022-10-02,Eta,uddks2,2541.0,549.0,1992.0
0338,Bob Brown,United Kingdom,2022-05-31,Alpha,qso52c,6684.0,562.0,6122.0
0339,Alice Johnson,United Arab Emirates,2022-12-18,Alpha,kwj9kr,3220.0,4370.0,-1150.0
0340,Jane Smith,India,2022-06-09,Eta,ppbd8c,1985.0,2152.0,-167.0
0341,Frank Thomas,United Kingdom,2022-04-19,Gamma,6h0gdt,5550.0,,
0342,Jane Smith,France,2023-11-04,Eta,7b383l,3990.0,4964.0,-974.0
0343,John Doe,United Kingdom,2023-08-30,Theta,uxjcj7,9481.0,2507.0,6974.0
0344,Bob Brown,United Arab Emirates,2023-12-27,Kappa,uztl9a,2823.0,4375.0,-1552.0
0345,Charlie Davis,USA,2023-06-26,Gamma,misyui,3667.0,1432.0,2235.0
0346,Charlie Davis,United Kingdom,2023-02-09,Beta,q1tvvr,5793.0,1835.0,3958.0
0347,Eve Wilson,India,2023-11-25,Alpha,8sv0f1,7298.0,2187.0,5111.0
0348,Frank Thomas,United Kingdom,2022-07-05,Eta,4pi605,8097.0,1880.0,6217.0
0349,Charlie Davis,India,2022-12-05,Beta,sk4fod,3266.0,3477.0,-211.0
0350,Bob Brown,USA,2022-05-04,Eta,rntiuw,2959.0,290.0,2669.0
0351,John Doe,France,2023-03-04,Epsilon,04u9n9,9270.0,,
0352,Charlie Davis,Brazil,2023-05-25,Eta,r3iycx,6838.0,2926.0,3912.0
0353,Charlie Davis,USA,2022-06-03,Eta,m4yw0d,9430.0,253.0,9177.0
0354,Bob Brown,India,2023-03-08,Iota,xh74eo,4191.0,356.0,3835.0
0355,Alice Johnson,India,2022-03-18,Theta,uvs9kx,1553.0,2643.0,-1090.0
0356,Frank Thomas,Brazil,2023-05-02,Theta,7a5g7e,1094.0,2762.0,-1668.0
0357,Jane Smith,Brazil,2022-10-30,Eta,8gsq43,7539.0,,
0358,Bob Brown,India,2023-10-16,Beta,owxqtv,9171.0,,
0359,Frank Thomas,India,2023-06-21,Iota,tz43g7,6287.0,831.0,5456.0
0360,Charlie Davis,United Kingdom,2022-03-15,Alpha,8872un,5691.0,2804.0,2887.0
0361,Bob Brown,France,2023-05-21,Kappa,804c33,353.0,4895.0,-4542.0
0362,Jane Smith,India,2023-03-07,Delta,j273ax,1489.0,2998.0,-1509.0
0363,Alice Johnson,United Kingdom,2023-12-24,Eta,nki3ae,3747.0,1414.0,2333.0
0364,Eve Wilson,India,2023-05-23,Eta,9t5us4,8377.0,4972.0,3405.0
0365,Alice Johnson,France,2022-10-21,Eta,rvhb2m,1962.0,3733.0,-1771.0
0366,Charlie Davis,United Arab Emirates,2023-02-16,Theta,9ywekj,3419.0,4210.0,-791.0
0367,Frank Thomas,United Arab Emirates,2023-05-02,Kappa,0nb8gq,8318.0,625.0,7693.0
0368,Alice Johnson,India,2023-10-31,Beta,tvy7b5,4645.0,3362.0,1283.0
0369,John Doe,United Kingdom,2022-04-27,Beta,lf8ibr,5382.0,1902.0,3480.0
0370,Bob Brown,France,2023-11-09,Beta,2o59fi,491.0,3191.0,-2700.0
0371,Jane Smith,United Kingdom,2022-04-02,Beta,8uvkfl,4873.0,,
0372,Alice Johnson,India,2022-07-08,Kappa,dsabr7,2807.0,133.0,2674.0
0373,Bob Brown,United Kingdom,2022-04-24,Kappa,li4v6f,2735.0,3923.0,-1188.0
0374,Eve Wilson,Brazil,2023-01-15,Iota,i5qud1,8066.0,4909.0,3157.0
0375,Frank Thomas,United Arab Emirates,2022-09-28,Beta,d0qpws,3715.0,3000.0,715.0
0376,Eve Wilson,United Kingdom,2022-10-05,Epsilon,8y4kxf,2335.0,2849.0,-514.0
0377,Eve Wilson,France,2022-09-23,Theta,5biur3,5749.0,2470.0,3279.0
0378,Jane Smith,United Arab Emirates,2022-09-29,Epsilon,wje03n,2676.0,2927.0,-251.0
0379,John Doe,Brazil,2023-11-03,Beta,pvw0oa,652.0,2115.0,-1463.0
0380,Frank Thomas,United Arab Emirates,2022-02-18,Zeta,bta1bl,5836.0,,
0381,Charlie Davis,USA,2022-07-21,Theta,alzshp,430.0,173.0,257.0
0382,Bob Brown,France,2023-12-22,Epsilon,y86wet,869.0,4677.0,-3808.0
0383,Jane Smith,India,2022-07-18,Zeta,bmn1r7,5539.0,4386.0,1153.0
0384,Alice Johnson,India,2023-07-03,Delta,0agl4b,483.0,3951.0,-3468.0
0385,Charlie Davis,India,2022-12-11,Eta,tt3n4x,2803.0,4146.0,-1343.0
0386,Charlie Davis,France,2022-05-17,Eta,bcia34,8245.0,2556.0,5689.0
0387,John Doe,France,2023-08-03,Delta,i1wn10,2183.0,4304.0,-2121.0
0388,Alice Johnson,United Arab Emirates,2023-11-25,Theta,odefy6,786.0,836.0,-50.0
0389,Bob Brown,USA,2023-11-30,Delta,yfvb0t,8525.0,,
0390,Eve Wilson,United Arab Emirates,2022-10-11,Alpha,v0xp36,6162.0,,
0391,Eve Wilson,India,2022-06-11,Kappa,vs3w73,2526.0,817.0,1709.0
0392,Jane Smith,United Arab Emirates,2022-04-14,Gamma,3prmbr,9678.0,2271.0,7407.0
0393,Alice Johnson,United Arab Emirates,2023-03-18,Zeta,tgofg8,7431.0,428.0,7003.0
0394,Jane Smith,USA,2023-10-29,Beta,wmsrgr,301.0,1736.0,-1435.0
0395,John Doe,Brazil,2023-04-03,Beta,ockdrm,5275.0,821.0,4454.0
0396,Jane Smith,France,2023-06-02,Beta,3mpjvx,9233.0,1977.0,7256.0
0397,John Doe,Brazil,2023-11-29,Epsilon,6xx68l,7758.0,140.0,7618.0
0398,Charlie Davis,Brazil,2022-11-01,Beta,oaxphc,674.0,2982.0,-2308.0
0399,Jane Smith,United Kingdom,2023-06-25,Eta,o6hgl9,1168.0,1281.0,-113.0
0400,Jane Smith,United Kingdom,2022-05-24,Delta,f8dnyu,1361.0,3456.0,-2095.0
0401,Frank Thomas,United Kingdom,2022-04-24,Theta,bwmrpx,8410.0,4076.0,4334.0
0402,Alice Johnson,United Kingdom,2022-05-17,Beta,7ga6jm,9680.0,,
0403,John Doe,Brazil,2023-11-25,Theta,3poas7,1022.0,4707.0,-3685.0
0404,Eve Wilson,USA,2023-11-04,Delta,iw1c7s,9191.0,4582.0,4609.0
0405,Frank Thomas,India,2023-04-03,Delta,eyd7uc,6959.0,2323.0,4636.0
0406,Jane Smith,India,2023-10-06,Kappa,0ogihg,1603.0,,
0407,Frank Thomas,France,2023-08-18,Beta,iwclob,2874.0,1365.0,1509.0
0408,Eve Wilson,France,2023-04-25,Zeta,owe6ep,2158.0,507.0,1651.0
0409,Eve Wilson,United Arab Emirates,2022-09-18,Beta,16i8yx,453.0,2017.0,-1564.0
0410,Eve Wilson,Brazil,2022-04-19,Gamma,wniljs,5492.0,4438.0,1054.0
0411,Bob Brown,Brazil,2023-09-27,Delta,a0tn0f,4798.0,,
0412,Alice Johnson,France,2023-04-10,Alpha,ovalkr,9594.0,,
0413,Charlie Davis,India,2022-03-29,Beta,xvdzy7,2147.0,658.0,1489.0
0414,Alice Johnson,France,2022-01-28,Kappa,uak5lr,6897.0,4695.0,2202.0
0415,Eve Wilson,United Kingdom,2022-11-12,Beta,l9ahjk,3479.0,3697.0,-218.0
0416,Frank Thomas,USA,2022-12-28,Gamma,427gf4,5697.0,1524.0,4173.0
0417,Bob Brown,United Kingdom,2023-04-19,Theta,cg51co,3906.0,2126.0,1780.0
0418,Eve Wilson,United Arab Emirates,2022-12-06,Zeta,kk30fb,1165.0,4359.0,-3194.0
0419,Jane Smith,United Kingdom,2022-02-16,Epsilon,hojk1m,1158.0,3239.0,-2081.0
0420,Eve Wilson,United Arab Emirates,2022-10-18,Eta,3j0ttf,7155.0,4832.0,2323.0
0421,Charlie Davis,USA,2022-05-03,Delta,qr2he0,583.0,2128.0,-1545.0
0422,Alice Johnson,Brazil,2023-11-03,Eta,o3s2a5,2078.0,1586.0,492.0
0423,Charlie Davis,United Arab Emirates,2022-11-13,Iota,j1nu38,4993.0,,
0424,Charlie Davis,Brazil,2022-01-16,Gamma,mr54bv,5484.0,1644.0,3840.0
0425,Frank Thomas,USA,2022-09-07,Zeta,vktxpv,3825.0,2134.0,1691.0
0426,John Doe,France,2023-12-07,Iota,a12emk,9967.0,3028.0,6939.0
0427,Frank Thomas,United Kingdom,2023-07-09,Alpha,58sfs6,8900.0,726.0,8174.0
0428,Bob Brown,India,2023-02-20,Epsilon,dtmdth,610.0,1095.0,-485.0
0429,Frank Thomas,USA,2022-01-13,Theta,39zgp3,2291.0,4057.0,-1766.0
0430,Frank Thomas,United Arab Emirates,2023-11-03,Gamma,d56yrl,7026.0,4048.0,2978.0
0431,Jane Smith,India,2022-12-05,Theta,q3icb6,8591.0,,
0432,Charlie Davis,Brazil,2022-05-15,Epsilon,rhnehf,396.0,4428.0,-4032.0
0433,Frank Thomas,France,2022-12-02,Gamma,7y7x1e,9465.0,1014.0,8451.0
0434,Charlie Davis,France,2023-05-28,Zeta,x9xfg5,8762.0,4522.0,4240.0
0435,John Doe,United Arab Emirates,2022-05-31,Epsilon,0fk63o,485.0,3436.0,-2951.0
0436,Frank Thomas,United Kingdom,2022-09-21,Beta,33flcd,3155.0,3716.0,-561.0
0437,Bob Brown,United Arab Emirates,2022-06-20,Alpha,d7tvyw,7986.0,2347.0,5639.0
0438,Charlie Davis,Brazil,2022-09-24,Epsilon,vg01d9,1738.0,2434.0,-696.0
0439,Eve Wilson,India,2023-01-05,Kappa,1itxbb,6101.0,2438.0,3663.0
0440,Alice Johnson,United Kingdom,2022-06-11,Kappa,rxpzp4,4395.0,1597.0,2798.0
0441,Alice Johnson,France,2022-07-17,Eta,n8kyxn,7300.0,944.0,6356.0
0442,John Doe,India,2022-02-07,Iota,8899n9,6992.0,2547.0,4445.0
0443,Bob Brown,India,2022-09-26,Theta,y7xdbz,3482.0,4994.0,-1512.0
0444,Charlie Davis,France,2023-04-16,Delta,0syr0q,2735.0,2520.0,215.0
0445,Alice Johnson,India,2023-02-14,Delta,wxyfa3,8405.0,4014.0,4391.0
0446,Jane Smith,India,2023-10-19,Epsilon,kaam7q,8731.0,2678.0,6053.0
0447,Jane Smith,Brazil,2022-11-18,Iota,l4k6sa,132.0,1577.0,-1445.0
0448,Frank Thomas,USA,2023-10-19,Iota,ia5hep,3578.0,3472.0,106.0
0449,Frank Thomas,France,2022-03-18,Iota,mfdooc,4885.0,2698.0,2187.0
0450,Eve Wilson,United Kingdom,2023-10-16,Gamma,qqcmbr,2406.0,2227.0,179.0
0451,John Doe,USA,2023-01-16,Eta,jcni85,4110.0,3418.0,692.0
0452,Alice Johnson,France,2023-10-04,Kappa,pjdt1j,5868.0,,
0453,Eve Wilson,Brazil,2022-11-18,Beta,r43my4,2658.0,2225.0,433.0
0454,Charlie Davis,United Kingdom,2023-07-21,Theta,ghe6nh,4034.0,548.0,3486.0
0455,Eve Wilson,USA,2023-05-25,Eta,50d1hn,1061.0,3812.0,-2751.0
0456,Frank Thomas,France,2022-05-17,Theta,cfi6fq,1769.0,1819.0,-50.0
0457,Charlie Davis,USA,2022-06-21,Kappa,2yfo0z,6911.0,2152.0,4759.0
0458,Jane Smith,France,2023-08-25,Eta,e75qg3,7212.0,2960.0,4252.0
0459,Frank Thomas,India,2022-07-15,Gamma,7c4899,1396.0,2547.0,-1151.0
0460,Charlie Davis,India,2022-10-28,Epsilon,1ouaze,7570.0,2523.0,5047.0
0461,Frank Thomas,USA,2022-08-15,Gamma,3g7rlz,1598.0,4828.0,-3230.0
0462,Charlie Davis,USA,2022-09-27,Kappa,zddj07,8929.0,,
0463,John Doe,Brazil,2023-05-17,Delta,nusp4s,661.0,3596.0,-2935.0
0464,Charlie Davis,USA,2022-08-24,Epsilon,j5g1vd,5167.0,4879.0,288.0
0465,Jane Smith,Brazil,2022-07-19,Epsilon,pam29i,4083.0,3386.0,697.0
0466,Jane Smith,India,2023-03-04,Iota,a8iv7p,621.0,,
0467,Alice Johnson,United Kingdom,2023-06-09,Iota,cifmw7,7396.0,3246.0,4150.0
0468,Frank Thomas,United Kingdom,2023-03-31,Beta,e4wisi,8376.0,4137.0,4239.0
0469,Alice Johnson,United Arab Emirates,2022-08-16,Epsilon,vleywp,4741.0,4227.0,514.0
0470,Frank Thomas,United Kingdom,2022-01-09,Eta,7fkjtr,2487.0,4239.0,-1752.0
0471,Alice Johnson,USA,2023-01-03,Zeta,zxnr1n,3271.0,3787.0,-516.0
0472,Alice Johnson,USA,2023-11-27,Beta,cgi16u,3115.0,967.0,2148.0
0473,Eve Wilson,Brazil,2023-11-10,Beta,183cdk,7568.0,261.0,7307.0
0474,Charlie Davis,France,2022-09-29,Delta,53pvll,9482.0,3908.0,5574.0
0475,Alice Johnson,India,2022-10-24,Zeta,cmxqe0,1819.0,2693.0,-874.0
0476,Bob Brown,USA,2022-01-25,Gamma,g7co3z,7886.0,2034.0,5852.0
0477,John Doe,India,2023-07-25,Kappa,9hzj42,948.0,2974.0,-2026.0
0478,Eve Wilson,United Kingdom,2022-04-21,Eta,u9sbzc,4515.0,524.0,3991.0
0479,Jane Smith,India,2023-05-18,Iota,4ppnbq,680.0,4744.0,-4064.0
0480,Frank Thomas,France,2022-05-03,Zeta,as27pz,7010.0,536.0,6474.0
0481,Frank Thomas,United Arab Emirates,2022-04-19,Theta,n7hqht,4217.0,232.0,3985.0
0482,Jane Smith,United Kingdom,2023-03-04,Beta,rqnrv4,3406.0,477.0,2929.0
0483,Alice Johnson,United Arab Emirates,2022-07-12,Zeta,7wkra5,465.0,1847.0,-1382.0
0484,Eve Wilson,India,2023-03-05,Theta,p2ob6l,5761.0,2631.0,3130.0
0485,Jane Smith,United Arab Emirates,2022-04-22,Kappa,h7xbds,5349.0,2140.0,3209.0
0486,Jane Smith,United Arab Emirates,2022-06-29,Iota,yxmcm5,9429.0,2897.0,6532.0
0487,Bob Brown,United Arab Emirates,2023-10-17,Beta,jt327l,4306.0,4086.0,220.0
0488,John Doe,United Arab Emirates,2023-07-22,Epsilon,w7tjvp,6713.0,1312.0,5401.0
0489,Alice Johnson,United Arab Emirates,2023-08-17,Beta,f9czx4,1005.0,,
0490,Charlie Davis,Brazil,2023-03-08,Zeta,vgpho1,3887.0,3953.0,-66.0
0491,Eve Wilson,United Arab Emirates,2023-02-14,Gamma,a3zxqw,1508.0,4859.0,-3351.0
0492,Charlie Davis,India,2023-12-02,Epsilon,9m96m1,3848.0,2470.0,1378.0
0493,Jane Smith,France,2023-11-06,Alpha,d05r3l,7420.0,377.0,7043.0
0494,Charlie Davis,Brazil,2022-08-23,Zeta,s2pnqn,252.0,,
0495,Alice Johnson,United Kingdom,2022-12-18,Iota,qknrba,122.0,1444.0,-1322.0
0496,John Doe,United Arab Emirates,2023-08-26,Alpha,e24gmq,8977.0,3720.0,5257.0
0497,Eve Wilson,France,2023-04-06,Epsilon,bx55v9,4914.0,4219.0,695.0
0498,Charlie Davis,USA,2022-09-24,Theta,g6t7rh,2702.0,2582.0,120.0
0499,Bob Brown,Brazil,2023-10-31,Zeta,9e84ao,4765.0,1411.0,3354.0
0500,Charlie Davis,Brazil,2023-07-11,Gamma,l5sotc,1439.0,522.0,917.0
0501,Eve Wilson,France,2022-09-01,Theta,fimhzx,4235.0,3775.0,460.0
0502,Eve Wilson,Brazil,2022-10-07,Gamma,cndg4f,1913.0,1248.0,665.0
0503,Frank Thomas,United Kingdom,2022-02-05,Theta,etdt1y,4148.0,1300.0,2848.0
0504,John Doe,USA,2023-07-19,Delta,z76ev4,4463.0,3907.0,556.0
0505,Bob Brown,India,2023-05-24,Kappa,yyy0kg,6139.0,4150.0,1989.0
0506,Alice Johnson,United Kingdom,2023-06-19,Theta,01ji7f,5105.0,106.0,4999.0
0507,John Doe,India,2023-09-05,Kappa,d18nqy,2777.0,3288.0,-511.0
0508,Alice Johnson,United Arab Emirates,2022-07-14,Gamma,q33qf1,8780.0,870.0,7910.0
0509,Eve Wilson,India,2023-12-17,Iota,9sgcys,8873.0,1486.0,7387.0
0510,Frank Thomas,United Arab Emirates,2023-04-29,Beta,ky4axb,9008.0,2565.0,6443.0
0511,Jane Smith,France,2022-02-06,Zeta,8e8cmw,5037.0,1635.0,3402.0
0512,John Doe,France,2022-09-18,Iota,093314,9559.0,1391.0,8168.0
0513,Charlie Davis,United Kingdom,2023-03-15,Epsilon,7zmj2w,6366.0,76.0,6290.0
0514,Eve Wilson,India,2023-01-04,Delta,0kyfad,2841.0,927.0,1914.0
0515,Alice Johnson,United Kingdom,2022-11-09,Beta,y8ux82,7426.0,2409.0,5017.0
0516,Eve Wilson,USA,2022-01-23,Epsilon,jll7wa,2995.0,4393.0,-1398.0
0517,John Doe,France,2022-06-24,Theta,69zhap,8920.0,1526.0,7394.0
0518,Eve Wilson,United Arab Emirates,2023-08-24,Iota,hjzo7p,8271.0,2955.0,5316.0
0519,John Doe,United Kingdom,2023-11-30,Alpha,41lxbx,437.0,2145.0,-1708.0
0520,Jane Smith,United Kingdom,2022-08-10,Epsilon,odzgi5,2458.0,,
0521,Bob Brown,France,2023-04-06,Beta,pc25pw,5967.0,3129.0,2838.0
0522,Frank Thomas,Brazil,2023-04-09,Eta,23lcd0,9117.0,1102.0,8015.0
0523,John Doe,India,2023-12-06,Theta,981g9r,6159.0,3134.0,3025.0
0524,Bob Brown,Brazil,2022-06-11,Gamma,zge63o,9977.0,595.0,9382.0
0525,Bob Brown,United Kingdom,2022-06-19,Kappa,5i6vjb,387.0,4942.0,-4555.0
0526,Alice Johnson,India,2023-02-22,Gamma,yj2hjy,5292.0,3149.0,2143.0
0527,Alice Johnson,USA,2022-05-06,Alpha,d9tzwa,8290.0,1413.0,6877.0
0528,Charlie Davis,USA,2022-09-14,Iota,krzz09,9915.0,1739.0,8176.0
0529,Alice Johnson,United Kingdom,2023-01-04,Alpha,shc27g,3848.0,,
0530,John Doe,United Kingdom,2023-07-28,Delta,vrjj7h,4262.0,3890.0,372.0
0531,Charlie Davis,Brazil,2023-07-21,Gamma,bryvec,1615.0,1687.0,-72.0
0532,Jane Smith,Brazil,2022-08-27,Iota,hp8rww,5311.0,4410.0,901.0
0533,Charlie Davis,Brazil,2022-06-21,Kappa,mu9wkh,612.0,4668.0,-4056.0
0534,Alice Johnson,Brazil,2022-01-06,Eta,96ngnr,9120.0,4773.0,4347.0
0535,Frank Thomas,India,2022-06-01,Iota,vam8o4,2888.0,1680.0,1208.0
0536,Charlie Davis,United Arab Emirates,2023-03-26,Beta,hoj7zq,2591.0,1746.0,845.0
0537,Jane Smith,United Arab Emirates,2022-07-26,Theta,6y6xgi,6921.0,3691.0,3230.0
0538,Bob Brown,United Kingdom,2022-07-23,Epsilon,ld4x11,5324.0,3215.0,2109.0
0539,Eve Wilson,USA,2022-08-28,Iota,kpf5s2,3524.0,2444.0,1080.0
0540,John Doe,India,2023-07-12,Alpha,jamvlo,1531.0,3203.0,-1672.0
0541,Charlie Davis,United Kingdom,2023-08-01,Delta,y9eobs,1782.0,807.0,975.0
0542,Frank Thomas,France,2022-05-28,Alpha,mz54eu,1167.0,3529.0,-2362.0
0543,Alice Johnson,USA,2022-12-11,Beta,9ssx9n,1368.0,4626.0,-3258.0
0544,Bob Brown,United Kingdom,2023-01-01,Delta,i4b4lq,8081.0,3178.0,4903.0
0545,Jane Smith,USA,2023-03-10,Gamma,zqw7bk,8310.0,4524.0,3786.0
0546,John Doe,France,2022-04-07,Iota,8fdvbo,6132.0,2051.0,4081.0
0547,Alice Johnson,United Kingdom,2023-06-25,Theta,itxzuo,5220.0,2848.0,2372.0
0548,John Doe,USA,2022-10-26,Epsilon,0wxbna,481.0,4111.0,-3630.0
0549,Eve Wilson,Brazil,2023-06-06,Eta,lf23r9,253.0,,
0550,Jane Smith,United Kingdom,2022-03-29,Theta,am5gc4,1187.0,,
0551,John Doe,United Kingdom,2022-05-04,Iota,qasao0,7058.0,568.0,6490.0
0552,Alice Johnson,India,2023-03-30,Eta,vmg30e,6895.0,3585.0,3310.0
0553,John Doe,United Kingdom,2023-12-09,Iota,kcbd84,1891.0,4483.0,-2592.0
0554,Bob Brown,USA,2023-05-31,Zeta,4eilcz,9460.0,2745.0,6715.0
0555,Bob Brown,France,2022-03-28,Eta,gavawi,800.0,1321.0,-521.0
0556,Charlie Davis,USA,2022-04-05,Eta,wg3ipf,1700.0,,
0557,John Doe,USA,2022-01-23,Kappa,r3hin6,9505.0,776.0,8729.0
0558,Jane Smith,USA,2022-05-15,Delta,59zc7o,8379.0,4759.0,3620.0
0559,Frank Thomas,France,2023-02-28,Iota,19xgf0,1077.0,,
0560,Alice Johnson,France,2022-12-18,Iota,34oyn9,3325.0,3774.0,-449.0
0561,Charlie Davis,USA,2023-10-09,Iota,zz1x4b,9553.0,823.0,8730.0
0562,Charlie Davis,Brazil,2022-08-09,Beta,746hvf,9454.0,2019.0,7435.0
0563,Alice Johnson,United Kingdom,2023-12-09,Theta,0uhufs,1929.0,1001.0,928.0
0564,Frank Thomas,United Arab Emirates,2023-09-29,Theta,a7stwa,5246.0,,
0565,Bob Brown,India,2022-05-01,Kappa,pet07t,9849.0,1103.0,8746.0
0566,Charlie Davis,United Kingdom,2023-02-17,Alpha,o1jhln,7110.0,4168.0,2942.0
0567,Alice Johnson,India,2022-03-21,Alpha,8nlmgy,1782.0,2797.0,-1015.0
0568,Eve Wilson,France,2022-09-13,Theta,edb6b1,2813.0,2150.0,663.0
0569,Frank Thomas,United Arab Emirates,2022-06-06,Eta,izx49q,344.0,3709.0,-3365.0
0570,John Doe,USA,2023-05-24,Delta,kwju5b,3661.0,4509.0,-848.0
0571,Alice Johnson,India,2022-03-15,Zeta,00b1fq,7996.0,2553.0,5443.0
0572,Bob Brown,Brazil,2023-10-09,Alpha,rrk0u7,5362.0,775.0,4587.0
0573,Charlie Davis,India,2023-01-22,Kappa,ay51ze,6237.0,727.0,5510.0
0574,Bob Brown,India,2023-07-04,Alpha,eer0qd,876.0,4548.0,-3672.0
0575,John Doe,United Arab Emirates,2022-12-09,Theta,0u4dxb,4559.0,2372.0,2187.0
0576,Frank Thomas,France,2023-10-08,Gamma,uoy5iq,4638.0,4905.0,-267.0
0577,Eve Wilson,Brazil,2023-02-07,Kappa,czdb98,1234.0,3735.0,-2501.0
0578,Frank Thomas,France,2022-07-02,Gamma,dptgec,2385.0,639.0,1746.0
0579,Jane Smith,Brazil,2023-03-07,Gamma,p1r548,1514.0,3163.0,-1649.0
0580,Frank Thomas,USA,2022-04-01,Delta,yaf2yq,6215.0,1501.0,4714.0
0581,Jane Smith,USA,2022-05-21,Beta,qzxuut,2611.0,3132.0,-521.0
0582,Eve Wilson,Brazil,2022-11-30,Kappa,6hvsla,3000.0,304.0,2696.0
0583,Frank Thomas,India,2022-12-04,Kappa,m3u75f,4491.0,3161.0,1330.0
0584,John Doe,United Kingdom,2023-12-16,Eta,c5ntix,1246.0,4220.0,-2974.0
0585,Bob Brown,France,2023-05-17,Epsilon,sejkzw,7622.0,,
0586,John Doe,USA,2022-10-09,Iota,kk465d,2897.0,4291.0,-1394.0
0587,Bob Brown,USA,2022-04-20,Eta,2srjlb,7324.0,3062.0,4262.0
0588,John Doe,France,2023-06-14,Gamma,s9ej8r,5130.0,,
0589,Frank Thomas,Brazil,2023-03-14,Iota,8gtqdh,1746.0,179.0,1567.0
0590,Bob Brown,United Arab Emirates,2022-01-12,Iota,0mlst6,236.0,2560.0,-2324.0
0591,Jane Smith,Brazil,2022-09-03,Iota,juddsl,7904.0,1491.0,6413.0
0592,Eve Wilson,France,2023-04-06,Eta,ewjd23,782.0,2817.0,-2035.0
0593,Bob Brown,Brazil,2023-04-06,Kappa,zvsgq0,7284.0,3670.0,3614.0
0594,Alice Johnson,France,2022-08-08,Kappa,reizcr,7966.0,1042.0,6924.0
0595,John Doe,France,2023-01-08,Alpha,b1ul4f,662.0,2323.0,-1661.0
0596,Charlie Davis,USA,2022-04-24,Gamma,pmfw16,3144.0,4528.0,-1384.0
0597,Bob Brown,Brazil,2022-08-24,Eta,dbgait,4024.0,2610.0,1414.0
0598,Charlie Davis,United Arab Emirates,2022-01-31,Gamma,dd09wq,8552.0,282.0,8270.0
0599,John Doe,United Kingdom,2023-10-14,Iota,9qpozp,3684.0,1180.0,2504.0
0600,Bob Brown,United Kingdom,2022-01-19,Eta,uhycgh,1898.0,3563.0,-1665.0
0601,Frank Thomas,France,2023-08-22,Alpha,hck17k,1499.0,3034.0,-1535.0
